Blue Mastery 1,Blue Mastery 2,Blue Mastery 3,Blue Mastery 4,Blue Mastery 5,Blue Masteries Avg,Blue Mastery Min,Blue Mastery Max,Blue Masteries Median,Blue Masteries Kurtorsis,Blue Masteries Skewness,Blue Masteries Std,Blue Masteries Variance,Blue Winrate 1,Blue Winrate 2,Blue Winrate 3,Blue Winrate 4,Blue Winrate 5,Blue Winrates Avg,Blue Winrate Min,Blue Winrate Max,Blue Winrates Median,Blue Winrates Kurtorsis,Blue Winrates Skewness,Blue Winrates Std,Blue Winrates Variance,Red Mastery 1,Red Mastery 2,Red Mastery 3,Red Mastery 4,Red Mastery 5,Red Mastery Min,Red Mastery Max,Red Masteries Avg,Red Masteries Median,Red Masteries Kurtorsis,Red Masteries Skewness,Red Masteries Std,Red Masteries Variance,Red Winrate 1,Red Winrate 2,Red Winrate 3,Red Winrate 4,Red Winrate 5,Red Winrates Avg,Red Winrate Min,Red Winrate Max,Red Winrates Median,Red Winrates Kurtorsis,Red Winrates Skewness,Red Winrates Std,Red Winrates Variance,Blue Won
79369,50755,48538,78612,13309,54116.6,13309,79369,50755,0.163059588,-0.779185785,24270.92778,589077935.4,0.428571429,0.64,0.630136986,0.666666667,0.52173913,0.577422842,0.428571429,0.666666667,0.630136986,-0.631491054,-0.989934955,0.089349383,0.007983312,5350,77625,384555,60565,376518,5350,384555,180922.6,77625,-3.159650657,0.511350562,164745.7427,27141159749,0.6,0.527777778,0.448051948,0.571428571,0.547169811,0.538885622,0.448051948,0.6,0.547169811,1.493221239,-1.067090324,0.051452462,0.002647356,0
526607,511704,5036,50527,55238,229822.4,5036,526607,55238,-3.281744182,0.584915209,236936.1999,56138762805,0.529411765,0.507886435,0.666666667,0.727272727,0.660377358,0.61832299,0.507886435,0.727272727,0.660377358,-2.456993613,-0.276868855,0.084943705,0.007215433,263444,44608,227352,9420,27802,9420,263444,114525.2,44608,-2.971837411,0.610816397,108039.9252,11672625427,0.585365854,0.5,0.568421053,0.428571429,0,0.416471667,0,0.585365854,0.5,3.678626397,-1.8867138,0.215492876,0.04643718,1
312,130592,10557,15276,118919,55131.2,312,130592,15276,-3.171904101,0.594480543,57172.81999,3268731345,0,0.6,0.416666667,0.384615385,0.5,0.38025641,0,0.6,0.416666667,2.780210003,-1.491065304,0.204237811,0.041713083,1506745,2580,1365,54109,119503,1365,1506745,336860.4,54109,4.889768116,2.206187946,586536.1234,3.44025E+11,0.518518519,0.5,0.5,0.285714286,0.564102564,0.473667074,0.285714286,0.564102564,0.5,3.998984522,-1.894508359,0.096853835,0.009380665,0
858,90516,159388,60276,111166,84440.8,858,159388,90516,0.36026886,-0.319507803,52798.19916,2787649835,1,0.608695652,0.565517241,0.538461538,0.6,0.662534886,0.538461538,1,0.6,4.582559915,2.114596652,0.170586399,0.029099719,61429,220414,51023,95951,251865,51023,251865,136136.4,95951,-2.820945831,0.536053528,83589.68306,6987235113,0.580645161,0.44278607,0.512195122,0.333333333,0.698412698,0.513474477,0.333333333,0.698412698,0.512195122,-0.17988477,0.068096003,0.123420716,0.015232673,1
17440,131902,15346,160734,2574,65599.2,2574,160734,17440,-2.803994107,0.665824801,66728.64445,4452711990,1,0.598837209,0.636363636,0.6,0.333333333,0.633706836,0.333333333,1,0.6,2.16969409,0.67804855,0.212957284,0.045350805,275693,1712127,81181,11571,116920,11571,1712127,439498.4,116920,4.628184829,2.137613614,642181.564,4.12397E+11,0.538461538,0.547169811,0.590909091,0.5,0.5,0.535308088,0.5,0.590909091,0.538461538,-0.28738624,0.656558037,0.033868683,0.001147088,1
107983,1151107,12310,524101,57265,370553.2,12310,1151107,107983,1.344810635,1.432516009,430876.3066,1.85654E+11,0.385964912,0.513317191,0.714285714,0.549668874,0.384615385,0.509570415,0.384615385,0.714285714,0.513317191,0.074520149,0.788776915,0.122001933,0.014884472,8049,478233,141322,106747,142320,8049,478233,175334.2,141322,3.496862606,1.678943166,159174.7419,25336598467,0.384615385,0.523076923,0.555555556,0.467741935,0.636363636,0.513470687,0.384615385,0.636363636,0.523076923,0.041072949,-0.150306834,0.084452236,0.00713218,1
143749,13633,160583,1036,36399,71080,1036,160583,36399,-3.01406911,0.512432435,67380.50471,4540132415,0.483333333,0.303030303,0.466666667,0.5,0.470588235,0.444723708,0.303030303,0.5,0.470588235,4.504463496,-2.086853606,0.071796462,0.005154732,9409,55697,57405,408783,2594479,9409,2594479,625154.6,57405,4.562506581,2.126115292,995069.7937,9.90164E+11,0.4,0.692307692,0.5,0.481481481,0.579831933,0.530724221,0.4,0.692307692,0.5,0.223028425,0.60117202,0.098973161,0.009795687,0
1079542,2341,105422,45789,277913,302201.4,2341,1079542,105422,3.867577288,1.951254427,399808.4655,1.59847E+11,0.519337017,0.333333333,0.476190476,0,0.492753623,0.36432289,0,0.519337017,0.476190476,2.682907317,-1.699652372,0.193250982,0.037345942,12067,41801,224290,49448,27965,12067,224290,71114.2,41801,4.485152533,2.08462264,77640.11709,6027987782,0.526315789,0.580645161,0.518518519,0.65,0.6,0.575095894,0.518518519,0.65,0.580645161,-1.186755376,0.35876343,0.048666481,0.002368426,0
1005760,73376,8277,12339,66993,233349,8277,1005760,66993,4.903805533,2.209161296,387140.0929,1.49877E+11,0.530398323,0.581395349,0.375,0.642857143,0.384615385,0.50285324,0.375,0.642857143,0.530398323,-2.521405806,-0.121289831,0.106635199,0.011371066,81261,84200,42855,251102,78933,42855,251102,107670.2,81261,4.273929245,1.98783881,73277.30099,5369562840,1,0.546875,0.785714286,0.434782609,0.466666667,0.646807712,0.434782609,1,0.546875,-0.865189542,0.909078851,0.215142658,0.046286363,0
31797,2427147,1643119,15357,18916,827267.2,15357,2427147,31797,-1.823486353,0.870749763,1016920.076,1.03413E+12,0.6,0.512971698,0.52657602,0.428571429,0.714285714,0.556480972,0.428571429,0.714285714,0.52657602,0.487157845,0.61274782,0.095858705,0.009188891,20137,10311,1911,60834,3396,1911,60834,19317.8,10311,3.233920138,1.78641216,21734.25314,472377759.8,0.5,1,0.5,0.647058824,1,0.729411765,0.5,1,0.647058824,-3.118283038,0.378392539,0.227366448,0.051695502,0
325,40174,75775,28827,32562,35532.6,325,75775,32562,1.666690388,0.446679882,24225.43286,586871597,0,0.375,0.581196581,0.483870968,0.4,0.36801351,0,0.581196581,0.4,2.787570218,-1.488548925,0.19767441,0.039075172,103644,46151,166548,193686,136817,46151,193686,129369.2,136817,-0.215498238,-0.608138472,51305.82498,2632287677,0.662337662,0.5,0.466666667,0.617647059,0.521472393,0.553624756,0.466666667,0.662337662,0.521472393,-2.054481215,0.51643713,0.074011417,0.00547769,0
390712,41702,1141514,112102,13415,339889,13415,1141514,112102,2.917798695,1.747674806,422509.9514,1.78515E+11,0.538167939,0.55,0.518518519,0.5,0.5,0.521337291,0.5,0.55,0.518518519,-2.285035697,0.324653574,0.020116297,0.000404665,70271,392416,100013,40618,45902,40618,392416,129844,70271,4.491448486,2.100919518,132958.9595,17678084903,0.557377049,0.558303887,0.476190476,0.529411765,0.46,0.516256635,0.46,0.558303887,0.529411765,-2.728228686,-0.416431967,0.040992739,0.001680405,0
191272,73938,19954,54075,2796,68407,2796,191272,54075,2.426838665,1.488690513,66308.82738,4396860588,0.569444444,0,0.5,0.285714286,0,0.271031746,0,0.569444444,0.285714286,-2.844649787,-0.026618988,0.240253446,0.057721718,119105,267170,11169,32603,1381,1381,267170,86285.6,32603,1.488275847,1.440377945,99528.28283,9905879084,0.555555556,0.466666667,0.625,0.5,0.333333333,0.496111111,0.333333333,0.625,0.5,0.777829023,-0.63939422,0.097493273,0.009504938,0
7857,21335,25982,37624,25227,23605,7857,37624,25227,1.554460783,-0.389199534,9570.431317,91593155.6,0.25,0.37037037,0.6,0.5,0.4375,0.431574074,0.25,0.6,0.4375,-0.086898017,-0.201949534,0.118152067,0.013959911,34788,7432,1501,54960,59085,1501,59085,31553.2,34788,-2.828752267,-0.167461349,23669.85105,560261848.6,0.666666667,0.7,0.5,0.615384615,0.636363636,0.623682984,0.5,0.7,0.636363636,2.084803097,-1.289244052,0.068116116,0.004639805,0
15417,34215,11993,3567,135562,40150.8,3567,135562,15417,4.13642558,2.012505829,48747.36463,2376305559,0.533333333,0.538461538,0.5,0.333333333,0.41025641,0.463076923,0.333333333,0.538461538,0.5,-0.999072618,-0.893353621,0.079505374,0.006321105,197186,143588,128634,433505,143339,128634,433505,209250.4,143588,4.128057426,2.020590418,114534.3117,13118108548,0.484848485,0.684210526,0.411764706,0.549763033,0.619047619,0.549926874,0.411764706,0.684210526,0.549763033,-1.137316754,-0.05426559,0.09605601,0.009226757,0
303582,245283,2486,105161,139081,159118.6,2486,303582,139081,-1.012147865,-0.088536217,105962.8965,11228135432,0.614814815,0.531986532,1,0.5,0.5,0.629360269,0.5,1,0.531986532,3.979012234,1.98415544,0.190018517,0.036107037,36343,2527,2242410,64929,27681,2527,2242410,474778,36343,4.98982073,2.233227389,884040.8445,7.81528E+11,0.685185185,0.5,0.441176471,0,0,0.325272331,0,0.685185185,0.441176471,-2.567901078,-0.213618774,0.277526564,0.077020994,1
1569,71683,40846,198471,14988,65511.4,1569,198471,40846,2.785342569,1.643792347,70662.53647,4993194060,0.25,0.488372093,0.833333333,0.595238095,0.555555556,0.544499815,0.25,0.833333333,0.555555556,1.36084341,-0.067309307,0.187617625,0.035200373,53890,19811,78947,328137,48430,19811,328137,105843,53890,4.462021564,2.081189076,112725.2315,12706977811,0.627118644,0.291666667,0.580645161,0.551020408,0.4,0.490090176,0.291666667,0.627118644,0.551020408,-1.292866862,-0.762744332,0.125042096,0.015635526,0
19261,10238,24372,23908,163647,48285.2,10238,163647,23908,4.851797732,2.192291403,57904.10612,3352885505,0.666666667,0.5,1,0.25,0.333333333,0.55,0.25,1,0.5,0.147705078,0.871280394,0.266666667,0.071111111,12433,23836,176,6545,82133,176,82133,25024.6,12433,3.632488049,1.869590874,29598.23998,876055809.8,0,0.648648649,0,0.428571429,0.25,0.265444015,0,0.648648649,0.25,-1.493593853,0.43827199,0.250844937,0.062923182,1
116724,1518,30159,91594,63727,60744.4,1518,116724,63727,-1.440629534,-0.133331096,41322.00985,1707508498,0.58974359,0,0.390243902,0.6,0.52,0.419997498,0,0.6,0.52,2.719451309,-1.678828503,0.222934211,0.049699662,7927,111656,31606,1860061,24368,7927,1860061,407123.6,31606,4.950523672,2.222714972,727351.5565,5.2904E+11,0,0.6,0.642857143,0.5,0.444444444,0.437460317,0,0.642857143,0.5,3.230019727,-1.733382182,0.22975575,0.052787705,0
164536,14182,37184,224466,102830,108639.6,14182,224466,102830,-1.690835864,0.324237347,78233.05553,6120410978,0.525735294,0.625,0.75,0.555555556,0.421052632,0.575468696,0.421052632,0.75,0.555555556,0.486510746,0.372025661,0.10920512,0.011925758,96631,8232,36346,2492027,34959,8232,2492027,533639,36346,4.982382926,2.231219524,979621.7777,9.59659E+11,0.509259259,0.375,0.666666667,0.53,0,0.416185185,0,0.666666667,0.509259259,2.171088598,-1.367585659,0.227712053,0.051852779,1
58305,8221,33743,107788,434861,128583.6,8221,434861,58305,4.116610492,2.000196945,156626.4851,24531855847,0.5,0.428571429,0.588235294,0.65625,0.609375,0.556486345,0.428571429,0.65625,0.588235294,-1.046227905,-0.603286099,0.08162221,0.006662185,281921,12126,23019,46201,239782,12126,281921,120609.8,46201,-2.934816379,0.628130951,115803.8731,13410537025,0.5,0.5,0.571428571,0.571428571,0.586956522,0.545962733,0.5,0.586956522,0.571428571,-3.14590028,-0.503207452,0.037954326,0.001440531,0
1698083,31518,1535558,81990,40722,677574.2,31518,1698083,81990,-3.211530638,0.626709108,768799.6214,5.91053E+11,0.551056338,0.6,0.530864198,0.607142857,0.526315789,0.563075836,0.526315789,0.607142857,0.551056338,-2.98191158,0.381669888,0.03417208,0.001167731,133481,77502,1394172,78317,614820,77502,1394172,459658.4,133481,1.7403818,1.523841663,508969.0097,2.59049E+11,0.581395349,0,0.596153846,0.545454545,0.524752475,0.449551243,0,0.596153846,0.545454545,4.75053451,-2.166586468,0.226196455,0.051164836,1
2808122,11200,513357,250183,142049,744982.2,11200,2808122,250183,4.494207139,2.100784049,1044699.677,1.0914E+12,0.517241379,0.636363636,0.572614108,0.464285714,0.546296296,0.547360227,0.464285714,0.636363636,0.546296296,0.330858576,0.191799309,0.05721716,0.003273803,29454,62818,392412,82593,1527,1527,392412,113760.8,62818,4.265667317,2.023451514,142068.402,20183430856,0.411764706,0.222222222,0.558035714,0,0.5,0.338404528,0,0.558035714,0.411764706,-0.430754519,-0.884016969,0.203837496,0.041549725,1
9967,53584,131313,1551725,1326362,614590.2,9967,1551725,131313,-3.022028416,0.643817176,678040.5226,4.59739E+11,0.5,0.714285714,0.555555556,0.546218487,0.562318841,0.57567572,0.5,0.714285714,0.555555556,3.569219491,1.705556363,0.072650535,0.0052781,63075,31612,11683,1050,1993,1050,63075,21882.6,11683,0.736158031,1.238279917,23345.66466,545020058.6,0.470588235,0.666666667,0.666666667,0,0.333333333,0.42745098,0,0.666666667,0.470588235,0.44291872,-1.004423096,0.248145757,0.061576317,1
290060,199200,17581,42925,71755,124304.2,17581,290060,71755,-1.328848435,0.819966713,103786.5118,10771640025,0.535384615,0.555910543,0.6,0.666666667,0.572649573,0.58612228,0.535384615,0.666666667,0.572649573,1.266091238,1.154325593,0.045494094,0.002069713,96261,12938,180,77545,26125,180,96261,42609.8,26125,-2.422958148,0.50710681,37553.61963,1410274347,0.545454545,0.166666667,0,0.461538462,0.472222222,0.329176379,0,0.545454545,0.461538462,-1.628536924,-0.79716659,0.209534997,0.043904915,1
98789,359501,52614,12182,1013502,307317.6,12182,1013502,98789,2.80592138,1.724752805,373331.6588,1.39377E+11,0.49382716,0.503311258,0.592592593,0.444444444,0.56918239,0.520671569,0.444444444,0.592592593,0.503311258,-1.532707205,0.03619311,0.053588265,0.002871702,6854,280491,26430,1213586,76856,6854,1213586,320843.4,76856,4.050358739,2.002955352,456818.5878,2.08683E+11,0.4,0.524752475,0.65625,0.528469751,0.735294118,0.568953269,0.4,0.735294118,0.528469751,-0.763700611,0.055644941,0.116127369,0.013485566,0
58849,173217,31591,12681,5733,56414.2,5733,173217,31591,3.198230844,1.771979084,61231.02222,3749238083,0.545454545,0.549180328,0.739130435,0.5,0.666666667,0.600086395,0.5,0.739130435,0.549180328,-1.423652981,0.71960913,0.088723763,0.007871906,22472,5714,401692,6232,73773,5714,401692,101976.6,22472,4.439248761,2.094719,151907.381,23075852412,0.476190476,0.454545455,0.513274336,0,0.578947368,0.404591527,0,0.578947368,0.476190476,4.234890578,-1.998373197,0.206653343,0.042705604,1
2089,140701,7495,1956748,452418,511890.2,2089,1956748,140701,3.984502504,1.983854073,740708.3378,5.48649E+11,0.5,0.4,0.363636364,0.506382979,0.577639752,0.469531819,0.363636364,0.577639752,0.5,-1.60003895,-0.116520293,0.077488276,0.006004433,16858,310033,25255,47504,500902,16858,500902,180110.4,47504,-0.944219973,1.014460033,193908.809,37600626191,0.7,0.617886179,0.7,0.413793103,0.602649007,0.606865658,0.413793103,0.7,0.617886179,2.270116168,-1.451387611,0.104655869,0.010952851,0
165392,99177,59518,251010,6758,116371,6758,251010,99177,-0.4801397,0.512123603,84939.53823,7214725155,0.620689655,0.111111111,0.545454545,0.483333333,1,0.552117729,0.111111111,1,0.545454545,1.544663003,0.052738278,0.28445146,0.080912633,21151,54669,574366,232119,102511,21151,574366,196963.2,102511,2.470738063,1.617943874,201865.0989,40749518166,0.333333333,0.5,0.548387097,0.513227513,0.584615385,0.495912666,0.333333333,0.584615385,0.513227513,3.001961952,-1.591698565,0.086452632,0.007474058,1
422933,1005662,140758,311147,79428,391985.6,79428,1005662,311147,2.467482952,1.526660458,330120.8582,1.0898E+11,0.546686747,0.509505703,0.465277778,0.564814815,0.517241379,0.520705284,0.465277778,0.564814815,0.517241379,0.057952191,-0.51193129,0.034147693,0.001166065,11433,8508,67095,13497,50242,8508,67095,30155,13497,-2.042856147,0.808392799,23935.93961,572929205.2,0.444444444,1,0.517241379,0.545454545,0.583333333,0.618094741,0.444444444,1,0.545454545,4.023419305,1.93198596,0.196296921,0.038532481,0
159848,42998,2812,81422,233347,104085.4,2812,233347,81422,-1.068214097,0.553053509,82848.81469,6863926096,0.573913043,0.692307692,1,0.503816794,0.573770492,0.668761604,0.503816794,1,0.573913043,2.703909301,1.639415228,0.176351719,0.031099929,5025,99681,34726,44015,38226,5025,99681,44334.6,38226,2.495056634,1.100509344,30783.79761,947642195.4,0,0.307692308,0.615384615,0.709677419,0.724137931,0.471378455,0,0.724137931,0.615384615,-0.41198043,-1.044802696,0.27942882,0.078080465,1
43967,62032,2932,311789,133373,110818.6,2932,311789,62032,2.165995561,1.48742213,108983.1087,11877317971,0.535211268,0.514705882,0.5,0.509615385,0.551020408,0.522110589,0.5,0.551020408,0.514705882,-1.17684855,0.625844864,0.01847833,0.000341449,288481,13644,146049,42579,838192,13644,838192,265789,146049,2.977686769,1.718395021,301959.4655,91179518800,0.601398601,0.75,0.520833333,0.5,0.523809524,0.579208292,0.5,0.75,0.523809524,2.13441313,1.574951334,0.092100847,0.008482566,0
187652,775232,19721,95269,59606,227496,19721,775232,95269,4.197767834,2.025539375,279443.6445,78088750457,0.587301587,0.550595238,0.875,0.685714286,0.5,0.639722222,0.5,0.875,0.587301587,1.157678117,1.224924314,0.132427145,0.017536949,46400,26809,131786,366424,39270,26809,366424,122137.8,46400,3.223708023,1.822121822,127639.8856,16291940402,0.5,0.482758621,0.471014493,0.482758621,0.666666667,0.52063968,0.471014493,0.666666667,0.482758621,4.681583295,2.149583546,0.073596856,0.005416497,1
4062,4581,69143,51502,12218,28301.2,4062,69143,12218,-2.183700491,0.749372399,26889.35021,723037155,0.666666667,0,0.526315789,0.357142857,0.5,0.410025063,0,0.666666667,0.5,1.842269427,-1.265715147,0.227332802,0.051680203,84312,113743,184520,575603,18351,18351,575603,195305.8,113743,3.617096772,1.840234168,197498.0552,39005481807,0.62,0.496815287,0.587591241,0.554030875,0.6,0.57168748,0.496815287,0.62,0.587591241,0.700850523,-1.060945082,0.043142158,0.001861246,0
126685,1574473,1460285,439688,59051,732036.4,59051,1574473,439688,-3.080261758,0.458927533,654961.48,4.28975E+11,0.363636364,0.513944223,0.541009464,0.550724638,0.493333333,0.492529604,0.363636364,0.550724638,0.513944223,3.271265291,-1.761548256,0.067542073,0.004561932,344404,3993,28336,65565,119253,3993,344404,112310.2,65565,3.034194674,1.714049366,122380.6605,14977026055,0.507462687,0.5,0.703703704,0.47826087,0.575,0.552885452,0.47826087,0.703703704,0.507462687,1.895539206,1.502518363,0.082053794,0.006732825,1
338348,284441,2182671,14214,85914,581117.6,14214,2182671,284441,4.566500838,2.113471971,809757.2073,6.55707E+11,0.569536424,0.550632911,0.529118136,0.666666667,0.538461538,0.570883135,0.529118136,0.666666667,0.550632911,3.543520388,1.84724624,0.049763129,0.002476369,7337,406391,98447,4504,210167,4504,406391,145369.2,98447,0.427209902,1.093113983,150617.8745,22685744124,0.6,0.479041916,0.596491228,0.5,0.4,0.515106629,0.4,0.6,0.5,-1.326413407,-0.292490445,0.075642246,0.005721749,1
24626,545636,5906,93090,593532,252558,5906,593532,93090,-3.176478868,0.569265046,260913.1011,68075646302,0.222222222,0.622390892,0,0.363636364,0.537037037,0.349057303,0,0.622390892,0.363636364,-0.878112834,-0.471871664,0.222795116,0.049637664,151411,56951,4183,72989,143013,4183,151411,85709.4,72989,-1.598113965,-0.170034159,55201.10662,3047162172,0.5546875,0.428571429,0.666666667,0.518518519,0.61971831,0.557632485,0.428571429,0.666666667,0.5546875,-0.429670268,-0.359356332,0.082387419,0.006787687,0
20656,10021,17871,89035,570580,141632.6,10021,570580,20656,4.637975435,2.144287423,216349.839,46807252826,0.75,0.666666667,0.416666667,0.444444444,0.546052632,0.564766082,0.416666667,0.75,0.546052632,-2.044123569,0.346547426,0.127637189,0.016291252,120,268909,164647,202740,159270,120,268909,159137.2,164647,2.223558543,-1.120275122,88620.42391,7853579534,0,0.454545455,0.409090909,0.512605042,0.6,0.395248281,0,0.6,0.454545455,3.341104617,-1.709002713,0.207665526,0.043124971,1
432168,9283,1225,545074,25649,202679.8,1225,545074,25649,-2.729653491,0.706410002,236315.4184,55844976995,0.571078431,0.615384615,0.25,0.519823789,0.727272727,0.536711913,0.25,0.727272727,0.571078431,2.196126957,-1.199391916,0.158853899,0.025234561,98779,23763,61397,55617,41601,23763,98779,56231.4,55617,1.196766738,0.766587206,24922.29837,621120955.8,0.525,0.666666667,0.419354839,0.428571429,0.666666667,0.54125192,0.419354839,0.666666667,0.525,-3.00909409,0.161447908,0.108883088,0.011855527,0
36456,223123,2276,145073,80079,97401.4,2276,223123,80079,-0.766415104,0.608450372,78919.89762,6228350240,0.6,0.587020649,0.25,0.578947368,0.75,0.553193603,0.25,0.75,0.587020649,2.982661845,-1.355249794,0.164108186,0.026931497,51089,421970,49196,24614,698538,24614,698538,249081.4,51089,-0.747473799,1.056994489,268865.2006,72288496109,0.125,0.56626506,0.404255319,0.75,0.561403509,0.481384778,0.125,0.75,0.561403509,0.974337355,-0.821767926,0.209151075,0.043744172,0
18940,3086,35040,26203,95765,35806.8,3086,95765,26203,3.135610147,1.627317599,31758.29466,1008589280,0.35,0.333333333,0.482142857,0.708333333,0.597222222,0.494206349,0.333333333,0.708333333,0.482142857,-1.780887654,0.376285216,0.143724571,0.020656752,418929,1705455,14070,105592,58699,14070,1705455,460549,105592,3.954920999,1.982315291,638489.5559,4.07669E+11,0.444444444,0.511278195,0.5,0.520833333,0.470588235,0.489428842,0.444444444,0.520833333,0.5,-1.048347668,-0.739176213,0.028120989,0.00079079,1
1201747,325030,35209,100355,90119,350492,35209,1201747,100355,3.917044072,1.972098508,437046.7656,1.9101E+11,0.530612245,0.603448276,0.5,0.333333333,0.761904762,0.545859723,0.333333333,0.761904762,0.530612245,0.909110582,0.063039943,0.139638796,0.019498993,169897,788038,38710,56041,656432,38710,788038,341823.6,169897,-2.790831807,0.598539793,316605.1297,1.00239E+11,0.448275862,0.527631579,0.5,0.633333333,0.64516129,0.550880413,0.448275862,0.64516129,0.527631579,-2.354661012,0.115469566,0.076608598,0.005868877,1
111306,681178,688549,205942,62546,349904.2,62546,688549,205942,-3.176432488,0.487578399,277363.1491,76930316463,0.504950495,0.520879121,0.578431373,0.552631579,0.517241379,0.534826789,0.504950495,0.578431373,0.520879121,-0.888836147,0.824149174,0.026887719,0.000722949,55279,3923,252353,9451,12446,3923,252353,66690.4,12446,4.210767557,2.043048474,94614.34504,8951874287,0.5,0.666666667,0.522222222,0.583333333,1,0.654444444,0.5,1,0.583333333,3.00860452,1.721264005,0.182181567,0.033190123,0
32208,145802,347610,359731,278103,232690.8,32208,359731,278103,-1.258789315,-0.75629797,125818.0587,15830183903,0.490566038,0.333333333,0.470198675,0.592920354,0.63963964,0.505331608,0.333333333,0.63963964,0.490566038,-0.168028916,-0.503086442,0.1065328,0.011349237,72673,1081218,124050,228349,765609,72673,1081218,454379.8,228349,-1.697425431,0.813590731,398922.931,1.5914E+11,0.587155963,0.551330798,0.533333333,0.576923077,0.547169811,0.559182597,0.533333333,0.587155963,0.551330798,-1.914721458,0.304016181,0.019856364,0.000394275,0
22538,265962,288685,139072,216249,186501.2,22538,288685,216249,0.021583583,-0.962070431,96720.15229,9354787858,0.666666667,0.4,0.613333333,0.547826087,0.5,0.545565217,0.4,0.666666667,0.547826087,-0.376064439,-0.414938384,0.092226473,0.008505722,100647,95595,43080,72174,80915,43080,100647,78482.2,80915,0.754556894,-1.006405054,20411.53571,416630790.2,0.425,0.516129032,0.25,0.512820513,0.725,0.485789909,0.25,0.725,0.512820513,1.138974306,0.03297291,0.153730204,0.023632976,1
10250,98437,180573,12090,6204,61510.8,6204,180573,12090,0.034429741,1.202496797,68801.5682,4733655786,0.666666667,0.529411765,0.557692308,0.47826087,0.666666667,0.579739655,0.47826087,0.666666667,0.557692308,-2.385444936,0.090732885,0.075404956,0.005685907,103366,444442,176712,95751,228533,95751,444442,209760.8,176712,2.196812571,1.480654226,127151.8559,16167594454,0.492537313,0.538860104,0.529411765,0.5,0.552845528,0.522730942,0.492537313,0.552845528,0.529411765,-2.288991394,-0.183475851,0.022978348,0.000528004,0
168966,481894,5250,33211,12345,140333.2,5250,481894,33211,2.720236308,1.716961863,180879.6469,32717446665,0.541284404,0.54519774,0.555555556,0.641025641,0.615384615,0.579689591,0.541284404,0.641025641,0.555555556,-2.255670687,0.727319185,0.040702196,0.001656669,56640,12800,265669,11417,274550,11417,274550,124215.2,56640,-3.226837121,0.531605107,120260.4823,14462583599,0.593406593,1,0.54028436,0.818181818,0.540540541,0.698482662,0.54028436,1,0.593406593,-0.879307178,0.986764841,0.182348013,0.033250798,0
17679,40158,40893,41814,56404,39389.6,17679,56404,40893,2.334246001,-0.825921583,12406.19462,153913665,0.846153846,0.520833333,0.575757576,0.8,0.458333333,0.640215618,0.458333333,0.846153846,0.575757576,-2.720441776,0.389863019,0.154550792,0.023885947,2339,1218,1242,75762,27751,1218,75762,21662.4,2339,2.404117291,1.660983833,28886.66746,834439557,0.666666667,1,1,0.5,0.666666667,0.766666667,0.5,1,0.666666667,-2.407407407,0.165634665,0.2,0.04,0
14524,34835,5685,136619,4131,39158.8,4131,136619,14524,4.003583686,1.986955873,49942.97,2494300252,0.75,0.44,0.428571429,0.473684211,0.4,0.498451128,0.4,0.75,0.44,4.33094826,2.049558413,0.127970752,0.016376513,65556,40358,229456,14692,213180,14692,229456,112648.4,65556,-3.040218001,0.480534353,90321.28253,8157934077,0.611111111,0.564102564,0.465116279,0.55,0.514563107,0.540978612,0.465116279,0.611111111,0.55,0.085229481,-0.246292098,0.04896436,0.002397509,0
113826,56082,169754,65621,15929,84242.4,15929,169754,65621,-0.160311624,0.611292499,52903.51294,2798781682,0.568965517,0.384615385,0.540322581,0.6,0.476190476,0.514018792,0.384615385,0.6,0.540322581,0.08794565,-0.932288691,0.076524536,0.005856005,5312,131092,60978,65349,71576,5312,131092,66861.4,65349,1.870651978,0.148499325,39932.51262,1594605564,0.555555556,0.529411765,0.487179487,0.533333333,0.594936709,0.54008337,0.487179487,0.594936709,0.533333333,0.805107562,0.13061764,0.035232213,0.001241309,0
379523,7874,42817,24084,77639,106387.4,7874,379523,42817,4.432140347,2.084104478,138527.5871,19189892375,0.505154639,0.666666667,0.511627907,0.583333333,0.697674419,0.592891393,0.505154639,0.697674419,0.583333333,-2.670311245,0.208968043,0.078504932,0.006163024,109927,250661,80774,58192,21635,21635,250661,104237.8,80774,2.658440387,1.508059304,78697.02494,6193221734,0.413793103,0.388888889,0.326086957,0.52,0.375,0.40475379,0.326086957,0.52,0.388888889,2.071952955,1.136097584,0.064325503,0.00413777,1
18509,15307,101184,303943,46287,97046,15307,303943,46287,3.327552472,1.824593239,107934.51,11649858445,0.5,0.5,0.405405405,0.540322581,0.222222222,0.433590042,0.222222222,0.540322581,0.5,2.037763551,-1.517562885,0.11461512,0.013136626,372451,23982,460996,3592,132536,3592,460996,198711.4,132536,-2.559116002,0.478436652,185450.6873,34391957410,0.540372671,0.823529412,0.611570248,0.333333333,0.595505618,0.580862256,0.333333333,0.823529412,0.595505618,1.558789744,-0.070394395,0.156815007,0.024590946,0
97853,11933,33326,92376,189981,85093.8,11933,189981,92376,0.468034804,0.781351348,62047.65929,3849912024,0.56626506,0.5,0.4,0.544303797,0.534591195,0.509032011,0.4,0.56626506,0.534591195,2.483310707,-1.557689546,0.058553479,0.00342851,2615,60826,290512,30612,30252,2615,290512,82963.4,30612,4.400744264,2.068039887,105395.9316,11108302399,0.5,0.653846154,0.577639752,0.666666667,0.714285714,0.622487657,0.5,0.714285714,0.653846154,-0.426241603,-0.723325569,0.075334699,0.005675317,0
