Blue Mastery 1,Blue Mastery 2,Blue Mastery 3,Blue Mastery 4,Blue Mastery 5,Blue Masteries Avg,Blue Mastery Min,Blue Mastery Max,Blue Masteries Median,Blue Masteries Kurtorsis,Blue Masteries Skewness,Blue Masteries Std,Blue Masteries Variance,Blue Winrate 1,Blue Winrate 2,Blue Winrate 3,Blue Winrate 4,Blue Winrate 5,Blue Winrates Avg,Blue Winrate Min,Blue Winrate Max,Blue Winrates Median,Blue Winrates Kurtorsis,Blue Winrates Skewness,Blue Winrates Std,Blue Winrates Variance,Red Mastery 1,Red Mastery 2,Red Mastery 3,Red Mastery 4,Red Mastery 5,Red Mastery Min,Red Mastery Max,Red Masteries Avg,Red Masteries Median,Red Masteries Kurtorsis,Red Masteries Skewness,Red Masteries Std,Red Masteries Variance,Red Winrate 1,Red Winrate 2,Red Winrate 3,Red Winrate 4,Red Winrate 5,Red Winrates Avg,Red Winrate Min,Red Winrate Max,Red Winrates Median,Red Winrates Kurtorsis,Red Winrates Skewness,Red Winrates Std,Red Winrates Variance,Blue Won
4133,1821,8979,24707,5037,8935.4,1821,24707,5037,3.439484232,1.823128493,8217.305193,67524104.64,0.8,0.333333333,0.777777778,0.390243902,0.833333333,0.626937669,0.333333333,0.833333333,0.777777778,-3.108463096,-0.609355296,0.217958677,0.047505985,4841,12191,14428,63617,48050,4841,63617,28625.4,14428,-2.041009564,0.72329269,22974.24867,527816101.8,0.6,0.461538462,0.434782609,0.268292683,0.442307692,0.441384289,0.268292683,0.6,0.442307692,1.914221033,-0.302153597,0.105423217,0.011114055,1
117377,6819,203518,93559,99490,104152.6,6819,203518,99490,1.694610895,0.072553743,62699.53965,3931232272,0.462121212,0.375,0.594936709,0.388888889,0.363636364,0.436916635,0.363636364,0.594936709,0.388888889,1.767413154,1.501120173,0.086157933,0.007423189,2607,39690,54926,9425,5639,2607,54926,22457.4,9425,-1.940295411,0.794289746,20966.22473,439582579.4,0,0.424657534,0.468085106,0,0.176470588,0.213842646,0,0.468085106,0.176470588,-2.929853227,0.227509613,0.200965754,0.040387234,1
185844,9320,26882,5563,577853,161092.4,5563,577853,26882,3.017504965,1.783468398,218878.3802,47907745310,0.522292994,0.8,0.611111111,0.25,0.583333333,0.553347488,0.25,0.8,0.583333333,1.752329798,-0.67467103,0.177796135,0.031611466,80391,657086,61911,514132,29033,29033,657086,268510.6,80391,-2.543620125,0.722895106,263341.0766,69348522630,0.465517241,0.471264368,0.481927711,0.467320261,0.2,0.417205916,0.2,0.481927711,0.467320261,4.946367691,-2.220567727,0.108752075,0.011827014,1
23117,75649,57216,101159,256284,102685,23117,256284,75649,3.233747861,1.692783255,80900.4615,6544884672,0.465116279,0.413793103,0.380952381,0.518518519,0.452054795,0.446087015,0.380952381,0.518518519,0.452054795,-0.173857415,0.224888604,0.046753539,0.002185893,659392,18317,95597,69160,64685,18317,659392,181430.2,69160,4.792614431,2.175390458,240272.6685,57730955205,0.55,0.566666667,0.451612903,0.4375,0.633333333,0.527822581,0.4375,0.633333333,0.55,-1.824953431,0.048293844,0.073619703,0.005419861,0
3685,1198,37405,981,363699,81393.6,981,363699,3685,4.804044712,2.185332381,141822.0595,20113496562,0,0,0.352941176,0,0.461038961,0.162796028,0,0.461038961,0,-2.589276607,0.736850938,0.202292691,0.040922333,6517,27748,686668,96375,492913,6517,686668,262044.2,96375,-2.030600038,0.775633009,276130.7362,76248183489,1,0.5,0.567901235,0.571428571,0.333333333,0.594532628,0.333333333,1,0.567901235,2.775487403,1.33628497,0.220367106,0.048561662,0
350677,65211,1169407,207697,1999,358998.2,1999,1169407,207697,3.412921612,1.807358943,422725.2219,1.78697E+11,0.541666667,0.525423729,0.524609844,0.484848485,0,0.415309745,0,0.541666667,0.524609844,4.834864928,-2.192052454,0.208497239,0.043471099,518712,40062,49715,61297,16072,16072,518712,137171.6,49715,4.881659628,2.201928619,191349.981,36614815235,0.43956044,0,0.646153846,0.428571429,0.391304348,0.381118012,0,0.646153846,0.428571429,2.641141506,-1.166815327,0.210364464,0.044253208,0
45088,71438,25523,118778,82054,68576.2,25523,118778,71438,-0.261375296,0.330097356,31985.41944,1023067057,0.263157895,0.5,0.375,0.2,0.555555556,0.37874269,0.2,0.555555556,0.375,-2.257580099,0.0067268,0.135121372,0.018257785,97282,793623,3344990,68423,47620,47620,3344990,870387.6,97282,3.960646037,1.988495127,1268647.773,1.60947E+12,0.494845361,0.498812352,0.509433962,0.392857143,0.55,0.489189763,0.392857143,0.55,0.498812352,2.950716252,-1.400071869,0.051985125,0.002702453,0
104795,38784,3172,41238,3619,38321.6,3172,104795,38784,1.543077284,1.221476065,37059.94317,1373439387,0.444444444,0.453125,0,0.454545455,0.375,0.34542298,0,0.454545455,0.444444444,4.400300458,-2.087780556,0.175216737,0.030700905,4695,10189,1228,451731,45113,1228,451731,102591.2,10189,4.834978745,2.192832113,175270.462,30719734855,0.5,0.363636364,1,0.502325581,0.5,0.573192389,0.363636364,1,0.5,4.03775377,1.889548888,0.219915811,0.048362964,0
114398,52376,2813,8232,6943,36952.4,2813,114398,8232,1.335506181,1.443856282,42723.83993,1825326499,0.44,0,0.142857143,0.666666667,0.727272727,0.395359307,0,0.727272727,0.44,-2.407282341,-0.274262781,0.284897637,0.081166664,11981,10460,14961,67886,18735,10460,67886,24804.6,14961,4.658081689,2.143469672,21725.35752,471991159.4,0.45,0.375,0.333333333,0.542857143,0.515151515,0.443268398,0.333333333,0.542857143,0.45,-2.235893889,-0.168305898,0.079845736,0.006375342,1
33998,6923,4735,31174,53482,26062.4,4735,53482,31174,-1.404890166,0.223145372,18232.45068,332422257.8,0.439393939,0.3,0.142857143,0.272727273,0.689655172,0.368926705,0.142857143,0.689655172,0.3,0.911009578,0.953376583,0.185981208,0.03458901,56719,39073,1193162,9651,271816,9651,1193162,314084.2,56719,4.096265967,2.016361342,449246.471,2.01822E+11,0.48,0.5,0.526315789,1,0.448160535,0.590895265,0.448160535,1,0.5,4.698852927,2.150310292,0.20614078,0.042494021,0
3858,24002,9544,46856,7789,18409.8,3858,46856,9544,1.304410611,1.384590043,15770.97131,248723536.2,0.5,0.517241379,0.347826087,0.413793103,0,0.355772114,0,0.517241379,0.413793103,2.960144747,-1.686027406,0.188083693,0.035375476,528964,7246,225228,42708,10595,7246,528964,162948.2,42708,1.672265387,1.501864755,199879.3224,39951743534,0.666666667,0.583333333,0.519083969,0.4,0.8,0.593816794,0.4,0.8,0.583333333,-0.097382737,0.176148984,0.134965526,0.018215693,0
49270,289414,2494,85499,68897,99114.8,2494,289414,68897,3.645716032,1.786093689,99128.57716,9826474809,0.526315789,0.524714829,1,0.571428571,0.52238806,0.62896945,0.52238806,1,0.526315789,4.800972154,2.184564518,0.186408699,0.034748203,37209,27206,5428,2651,28794,2651,37209,20257.6,27206,-2.67030703,-0.33519034,13699.7062,187681949.8,0.416666667,0.666666667,0.210526316,0.25,0.518518519,0.412475634,0.210526316,0.666666667,0.416666667,-1.490040907,0.313647582,0.1691494,0.02861152,1
54066,21530,60830,25079,75442,47389.4,21530,75442,54066,-2.316442999,-0.117870885,20874.08728,435727519.8,0.5625,0.545454545,0.618421053,0.5,0.43902439,0.533079998,0.43902439,0.618421053,0.545454545,0.009480817,-0.296751763,0.060402823,0.003648501,230951,7959,113012,67746,12504,7959,230951,86434.4,67746,0.958081812,1.161715009,81932.61285,6712953048,0.469135802,0.333333333,0.363636364,0,0,0.2332211,0,0.469135802,0.333333333,-2.86959058,-0.35883671,0.195688789,0.038294102,1
11818,110116,7451,8747,191880,66002.4,7451,191880,11818,-0.400339426,1.124518271,74072.3651,5486715272,0.25,0.512048193,0,0,0.472477064,0.246905051,0,0.512048193,0.25,-2.93655299,0.00038498,0.220507327,0.048623481,110139,24478,16590,4598,8000,4598,110139,32761,16590,4.379823987,2.067252393,39303.24644,1544745181,0.572916667,0.395348837,0.428571429,0.5,0.583333333,0.496034053,0.395348837,0.583333333,0.5,-2.569083553,-0.146055625,0.075148583,0.00564731,0
32787,88075,9122,49450,11844,38255.6,9122,88075,32787,0.437691292,1.006904445,28925.87789,836706411.4,0.444444444,0.510067114,0.333333333,0.375,0,0.332568978,0,0.510067114,0.375,2.940765487,-1.600964137,0.176875555,0.031284962,17168,20512,36241,7458,17318,7458,36241,19739.4,17318,2.193316572,0.955040356,9340.318787,87241555.04,0.555555556,0.333333333,0.5,1,1,0.677777778,0.333333333,1,0.555555556,-2.697030832,0.272350402,0.273071238,0.074567901,0
11313,62732,526606,138965,649485,277820.2,11313,649485,138965,-2.621509694,0.600514395,259460.5503,67319777168,0.333333333,0.4,0.533333333,0.6,0.509803922,0.475294118,0.333333333,0.6,0.509803922,-1.431815456,-0.376457107,0.09584686,0.009186621,8144,146226,102936,29620,9485,8144,146226,59282.2,29620,-1.74652561,0.794212826,55569.05856,3087920270,1,0.545454545,0.5,0.642857143,0.333333333,0.604329004,0.333333333,1,0.545454545,1.940272884,1.11472409,0.221733782,0.04916587,0
74075,124039,19518,9940,33059,52126.2,9940,124039,33059,0.002059403,1.062378481,42094.48638,1771945784,0.481481481,0.592592593,0.5,0,0.428571429,0.400529101,0,0.592592593,0.481481481,3.834858829,-1.866068021,0.207145391,0.042909213,7640,6629,55009,6866,9802,6629,55009,17189.2,7640,4.928825373,2.216887485,18942.97494,358836299.8,0.555555556,0.444444444,0.489583333,0.714285714,0.5,0.54077381,0.444444444,0.714285714,0.5,2.406378139,1.497795989,0.093687989,0.008777439,0
29781,20216,59384,32952,51741,38814.8,20216,59384,32952,-1.957273027,0.340913481,14505.69518,210415192.6,0.5,1,0.494949495,0.717391304,0.5,0.64246816,0.494949495,1,0.5,1.217857652,1.42852423,0.197888152,0.039159721,802077,67044,10983,56569,38393,10983,802077,195013.2,56569,4.923052834,2.214050365,304127.0693,92493274299,0.503164557,0.52,0.5,0.485294118,0.333333333,0.468358402,0.333333333,0.52,0.5,4.496067429,-2.091155994,0.06840775,0.00467962,1
76959,15163,25493,85384,63064,53212.6,15163,85384,63064,-2.66159963,-0.391551207,27971.73165,782417771.4,0.54,0.666666667,0,0.583333333,0.5,0.458,0,0.666666667,0.54,3.996730501,-1.924332223,0.235585323,0.055500444,43491,61258,20942,1304,416844,1304,416844,108767.8,43491,4.665106622,2.141403132,155364.749,24138205235,0.461538462,0.363636364,0.586206897,1,0.449074074,0.572091159,0.363636364,1,0.461538462,3.086363382,1.719637147,0.225439009,0.050822747,0
625366,8326,103668,309,1995,147932.8,309,625366,8326,4.454112491,2.100870701,241860.505,58496503877,0.509090909,0.416666667,0.519480519,0,0,0.289047619,0,0.519480519,0.416666667,-3.222346719,-0.511396395,0.238705695,0.056980409,241694,150984,29916,203758,23227,23227,241694,129915.8,150984,-2.745648783,-0.170527566,89188.9742,7954673119,0.5,0.422413793,1,0.610810811,0.416666667,0.589978254,0.416666667,1,0.5,2.893852136,1.708512725,0.216685333,0.046952534,0
1290,19659,18962,12985,99451,30469.4,1290,99451,18962,4.362597358,2.03333872,35113.78011,1232977554,0,0,0.45,0.571428571,0.590909091,0.322467532,0,0.590909091,0.45,-3.181641526,-0.469637675,0.267685494,0.071655524,30812,30005,756551,7949,45906,7949,756551,174244.6,30812,4.965775003,2.226380161,291404.7835,84916747852,0.5,0.5,0.557093426,0.5,0.555555556,0.522529796,0.5,0.557093426,0.5,-3.325054685,0.60999773,0.027597538,0.000761624,0
75945,1968,2389,21460,34095,27171.4,1968,75945,21460,1.368174193,1.253567706,27235.26796,741759821,0.580645161,0.333333333,1,0.6,0.428571429,0.588509985,0.333333333,1,0.580645161,1.914188997,1.229719021,0.228128636,0.052042675,3824,26956,10349,120650,350884,3824,350884,102532.6,26956,2.837920921,1.738863905,131118.0265,17191936871,0.428571429,0.636363636,0.571428571,0.44,0.507575758,0.516787879,0.428571429,0.636363636,0.507575758,-1.595164654,0.44651089,0.078800191,0.00620947,1
18655,343586,9024,1097,5256,75523.6,1097,343586,9024,4.962160336,2.225668174,134157.0268,17998107831,0.56,0.496788009,0.333333333,1,0.272727273,0.532569723,0.272727273,1,0.496788009,2.031497572,1.361790849,0.256022285,0.065547411,2955,24981,16988,130718,379,379,130718,35204.2,16988,4.313360878,2.047285867,48604.59897,2362407041,0.4,0.541666667,0.25,0,0,0.238333333,0,0.541666667,0.25,-2.196928518,0.151075065,0.215355004,0.046377778,1
17081,31944,273888,6821,37341,73415,6821,273888,31944,4.774768175,2.171916027,100815.5558,10163776288,0.470588235,0.648648649,0.491694352,0.5,0.4375,0.509686247,0.4375,0.648648649,0.491694352,3.491264821,1.734634278,0.072756566,0.005293518,58416,5583,2511,146370,391579,2511,391579,120891.8,58416,2.417929737,1.605031173,145006.2465,21026811534,0.393442623,0.3,0.4,0.572649573,0.506637168,0.434545873,0.3,0.572649573,0.4,-0.941952236,0.160090493,0.095137031,0.009051055,1
11426,348252,23696,2140,81906,93484,2140,348252,23696,4.049188802,2.001902929,130375.1438,16997678110,0.571428571,0.558139535,0.269230769,0,0.447368421,0.369233459,0,0.571428571,0.447368421,0.263588282,-1.09055302,0.214012769,0.045801465,22284,241217,5019,10679,6969,5019,241217,57233.6,10679,4.913853023,2.212915575,92186.32357,8498318253,0.64,0.571428571,0.666666667,1,0.6,0.695619048,0.571428571,1,0.64,4.149322833,1.993250873,0.155657162,0.024229152,0
25945,6002,6060,2709,1740,8491.2,1740,25945,6002,4.26792566,2.026432433,8896.679412,79150904.56,0.6,0.666666667,0,1,0,0.453333333,0,1,0.6,-2.157575313,-0.049154829,0.39417988,0.155377778,53761,5740,2239,4613,197164,2239,197164,52703.4,5740,3.589759098,1.907215945,74746.08572,5586977330,0.222222222,0,0.666666667,0.142857143,0.544342508,0.315217708,0,0.666666667,0.222222222,-2.139383903,0.345095318,0.250492743,0.062746615,1
5547,23022,165001,25668,8487,45545,5547,165001,23022,4.664183677,2.141691378,60241.60018,3629050392,0.5,0.558823529,0.44,0.621621622,0.25,0.47408903,0.25,0.621621622,0.5,1.294643345,-1.078117965,0.127275398,0.016199027,49880,56723,111780,24060,21238,21238,111780,52736.2,49880,1.744730253,1.295820373,32633.36888,1064936764,0.333333333,0.5,0.65,0.583333333,0.4,0.493333333,0.333333333,0.65,0.5,-1.76571537,-0.06428217,0.115758369,0.0134,0
44579,55918,35092,13359,654993,160788.2,13359,654993,44579,4.937033312,2.218111931,247497.7273,61255125013,0.490909091,0.409090909,0.425,0.545454545,0.481981982,0.470487305,0.409090909,0.545454545,0.481981982,-1.0276028,0.268033209,0.04900587,0.002401575,137,40065,720,12403,2922,137,40065,11249.4,2922,3.199046309,1.813301431,15068.96735,227073777,0,0.369565217,0,0.142857143,0.333333333,0.169151139,0,0.369565217,0.142857143,-2.91158481,0.209416323,0.1581374,0.025007437,1
193301,97407,4849,11556,173472,96117,4849,193301,97407,-2.860605173,0.009720595,78626.45932,6182120105,0.557195572,0.470238095,0,0,0.519230769,0.309332887,0,0.557195572,0.470238095,-3.258301429,-0.555490778,0.254069749,0.064551438,24119,2281,38336,27626,31704,2281,38336,24813.2,27626,2.535851663,-1.408546169,12218.37173,149288607.8,0.666666667,1,0.595238095,0.565217391,0.666666667,0.698757764,0.565217391,1,0.666666667,3.774051562,1.874984431,0.155792115,0.024271183,0
460,68937,108817,2791,18949,39990.8,460,108817,18949,-1.107082139,0.894352599,42341.92938,1792838983,0,0.307692308,0.411764706,0.75,0.555555556,0.405002514,0,0.75,0.411764706,0.387732715,-0.430863124,0.251090232,0.063046305,65854,812551,90691,56613,216880,56613,812551,248517.8,90691,4.156701551,2.029352505,287832.3178,82847443197,0.608695652,0.494444444,0.25,0.5,0.565217391,0.483671498,0.25,0.608695652,0.5,2.954934685,-1.591892233,0.124310753,0.015453163,0
47623,127510,178943,4361,114390,94565.4,4361,178943,114390,-1.136443247,-0.247022011,61544.07122,3787672703,0.4,0.636363636,0.225806452,1,0.727272727,0.597888563,0.225806452,1,0.636363636,-0.625910689,0.124424236,0.267402013,0.071503836,12279,74683,96103,18947,6928,6928,96103,41788,18947,-2.383423207,0.713762196,36441.49342,1327982442,0.3,0,0.390625,0.384615385,0.352941176,0.285636312,0,0.390625,0.352941176,4.01180526,-1.983558131,0.146385685,0.021428769,1
14574,28125,1984,216337,999092,252022.4,1984,999092,28125,4.103172852,2.019563889,381685.0599,1.45683E+11,0.666666667,0.658536585,1,0.3,0.472727273,0.619586105,0.3,1,0.658536585,0.599414601,0.455629237,0.233302913,0.054430249,10611,21723,63040,16991,80763,10611,80763,38625.6,21723,-2.21235692,0.714739726,27964.9603,782039004.6,0.411764706,0.551724138,0.636363636,0.214285714,0.577235772,0.478274793,0.214285714,0.636363636,0.551724138,0.613432204,-1.153844907,0.151191263,0.022858798,1
12707,4037476,166235,79901,106716,880607,12707,4037476,106716,4.980539178,2.23061356,1579204.675,2.49389E+12,0.578947368,0.516772824,0.5,0.588235294,0.568965517,0.550584201,0.5,0.588235294,0.568965517,-2.580625911,-0.576392441,0.035389031,0.001252383,155654,79745,6432,30652,5042,5042,155654,55505,30652,0.668803111,1.224434864,56902.97902,3237949022,0.357142857,0.377777778,0.4,0.363636364,0,0.2997114,0,0.4,0.363636364,4.815377904,-2.182136087,0.150574805,0.022672772,1
29208,562548,12011,214219,9414,165480,9414,562548,29208,2.27320482,1.631664568,212846.3648,45303575009,0.448979592,0.515,0,0.468253968,0,0.286446712,0,0.515,0.448979592,-3.271812741,-0.569901499,0.234866285,0.055162172,19019,26218,6270,1609,11967,1609,26218,13016.6,11967,-1.234491572,0.317015947,8798.379137,77411475.44,0.642857143,0.75,0.5,0.333333333,0.714285714,0.588095238,0.333333333,0.75,0.642857143,-0.473260826,-0.890471106,0.153492966,0.023560091,0
21004,149423,223562,785152,91164,254061,21004,785152,149423,3.865016809,1.912485982,273783.8374,74957589637,0.571428571,0.673684211,0.458064516,0.515873016,0.43902439,0.531614941,0.43902439,0.673684211,0.515873016,-0.087404565,0.846727987,0.084851972,0.007199857,136556,21162,10188,17700,25631,10188,136556,42247.4,21162,4.779098125,2.172190216,47424.02524,2249038170,0.289473684,0.555555556,0,0.72,0.536585366,0.420322921,0,0.72,0.536585366,0.059582661,-0.857014673,0.251158935,0.063080811,1
115220,560555,114484,1749,64049,171211.4,1749,560555,114484,4.203501659,1.986579464,199069.2134,39628551727,0.37037037,0.471544715,0.595238095,1,0.357142857,0.558859208,0.357142857,1,0.471544715,2.437789243,1.584146851,0.236545966,0.055953994,17048,16040,7753,60149,62683,7753,62683,32734.6,17048,-3.151489139,0.526323762,23652.97198,559463083.4,0.473684211,0.464285714,0.214285714,0.541666667,0.428571429,0.424498747,0.214285714,0.541666667,0.464285714,3.206760089,-1.621588194,0.111298374,0.012387328,1
6613,21309,1293,13953,149111,38455.8,1293,149111,13953,4.706877783,2.154792277,55738.69547,3106802172,0.5,0.333333333,0.333333333,0.4,0.514285714,0.416190476,0.333333333,0.514285714,0.4,-2.966499353,0.242826825,0.078280848,0.006127891,33200,11651,247988,8009,27471,8009,247988,65663.8,27471,4.789608163,2.17736582,91647.3248,8399232143,0.277777778,0.4,0.65,0.4,0.5,0.445555556,0.277777778,0.65,0.4,0.610986998,0.591291717,0.124146469,0.015412346,1
6025,45523,17639,52756,18638,28116.2,6025,52756,18638,-2.369406472,0.388892136,17875.93658,319549108.6,0.6,0.571428571,0.764705882,0.375,0.5625,0.574726891,0.375,0.764705882,0.571428571,1.818872121,-0.171753899,0.123920905,0.015356391,101373,57950,82271,4456,3979,3979,101373,50005.8,57950,-2.651464251,-0.105541577,39839.66184,1587198656,0.571428571,0,0.548387097,0.5,0.75,0.473963134,0,0.75,0.548387097,3.254956201,-1.573674129,0.251616279,0.063310752,1
65551,86006,64233,15761,2898,46889.8,2898,86006,64233,-2.39866585,-0.402226953,31885.37198,1016676946,0.462686567,0.516129032,0.421052632,0.142857143,0.25,0.358545075,0.142857143,0.516129032,0.421052632,-1.62859845,-0.655860949,0.139920453,0.019577733,8337,6711,5524,1853,12932,1853,12932,7071.4,6711,0.939269747,0.359634548,3625.035426,13140881.84,0.6,0.4,0.416666667,0.666666667,0.44,0.504666667,0.4,0.666666667,0.44,-2.282218747,0.716589052,0.107901189,0.011642667,0
715496,77996,56071,37344,2636954,704772.2,37344,2636954,77996,3.608565238,1.911462927,999256.0795,9.98513E+11,0.422680412,0.56,0.52,0.5,0.443438914,0.489223865,0.422680412,0.56,0.5,-1.697391958,-0.013429255,0.050193326,0.00251937,7693,150301,2227329,95638,165897,7693,2227329,529371.6,150301,4.917195968,2.212154925,850780.9394,7.23828E+11,0.285714286,0.568627451,0.501992032,0.363636364,0.387096774,0.421413381,0.285714286,0.568627451,0.387096774,-1.385305064,0.283280276,0.101089029,0.010218992,1
33856,2449,1708,6982,62896,21578.2,1708,62896,6982,0.161820009,1.204097793,23797.92077,566341033,0.611111111,0.333333333,1,0,0.4375,0.476388889,0,1,0.4375,0.699542796,0.292172111,0.329011332,0.108248457,16852,24975,106632,157712,178078,16852,178078,96849.8,106632,-2.821405855,-0.123843939,66277.52889,4392710836,0.482758621,0.571428571,0.52247191,0.525252525,0.509375,0.522257325,0.482758621,0.571428571,0.52247191,1.633645856,0.686922771,0.028819891,0.000830586,0
110362,12508,14584,53712,1501,38533.4,1501,110362,14584,1.141368924,1.356910742,40030.06753,1602406306,0.545454545,0.333333333,0.5,0.333333333,0,0.342424242,0,0.545454545,0.333333333,1.544592641,-1.182146126,0.191557341,0.036694215,10221,21676,320142,613909,55004,10221,613909,204190.4,55004,0.329107329,1.243194056,234310.188,54901264203,0.583333333,0.642857143,0.539823009,0.531976744,0.5625,0.572098046,0.531976744,0.642857143,0.5625,1.274295287,1.223613016,0.039690303,0.00157532,0
13590,652752,83254,27752,37131,162895.8,13590,652752,37131,4.815192811,2.187025028,246038.52,60534953299,0.428571429,0.51559633,0.536231884,0.526315789,0.5,0.501343086,0.428571429,0.536231884,0.51559633,3.115936474,-1.719241672,0.0383185,0.001468307,2848,2320,6240,546,46386,546,46386,11668,2848,4.773104414,2.175017405,17456.68408,304735819.2,0,0.5,0.333333333,0,0.4,0.246666667,0,0.5,0.333333333,-2.84189398,-0.313579723,0.208273325,0.043377778,1
8735,4433,76044,12019,119405,44127.2,4433,119405,12019,-1.117247173,0.982385301,45922.98583,2108920627,0.75,0.5,0.520833333,0.4,0.586956522,0.551557971,0.4,0.75,0.520833333,1.245653765,0.805792675,0.11593476,0.013440869,46637,7158,128631,90657,4344,4344,128631,55485.4,46637,-1.707499343,0.49928493,48200.81911,2323318963,0.440677966,0,0.488095238,0.153846154,0,0.216523872,0,0.488095238,0.153846154,-2.963952873,0.343061977,0.210565779,0.044337947,1
17476,9382,9750,1273,5382,8652.6,1273,17476,9382,0.727937732,0.481918868,5380.409263,28948803.84,0.833333333,1,0.714285714,0.5,0.4,0.68952381,0.4,1,0.714285714,-1.601063436,0.05304837,0.217914252,0.047486621,156914,23732,238766,7164,30622,7164,238766,91439.6,30622,-1.287417269,0.928507553,90969.71091,8275488303,0.333333333,0.515151515,0.465517241,0.3,0.545454545,0.431891327,0.3,0.545454545,0.465517241,-2.697365829,-0.370652313,0.098049545,0.009613713,1
28204,27830,36400,5675,13757,22373.2,5675,36400,27830,-1.412402708,-0.477019565,11077.85899,122718959.8,1,0.473684211,0.484848485,1,0.666666667,0.725039872,0.473684211,1,0.666666667,-3.055270796,0.268318473,0.234727564,0.055097029,24425,3268,1752,192430,94453,1752,192430,63265.6,24425,0.763599517,1.292979797,72867.44588,5309664669,0.311111111,0.111111111,0.4,0.461538462,0.5,0.356752137,0.111111111,0.5,0.4,1.132912505,-1.208162879,0.13841468,0.019158624,1
91727,117219,32296,2494,17937,52334.6,2494,117219,32296,-2.233492373,0.553117947,44340.88931,1966114465,0.433333333,0.493150685,0.5,0.333333333,0.375,0.42696347,0.333333333,0.5,0.433333333,-2.147681515,-0.303310213,0.065149769,0.004244492,19776,73553,63074,99085,16244,16244,99085,54346.4,63074,-2.076401414,0.006087445,31917.11847,1018702451,0.571428571,0.421052632,0.514285714,0.473684211,0.529411765,0.501972579,0.421052632,0.571428571,0.514285714,-0.119656497,-0.43447121,0.051140838,0.002615385,1
52493,35485,32965,10125,237971,73807.8,10125,237971,35485,4.496879408,2.088488487,83181.9058,6919229452,0.578125,0.6,0.5,0.555555556,0.625,0.571736111,0.5,0.625,0.578125,0.539761264,-0.76778931,0.042625315,0.001816917,4340,68063,8953,390402,21161,4340,390402,98583.8,21161,4.511054063,2.112013261,147647.7194,21799849038,0.5,0.586206897,0.384615385,0.466666667,0.416666667,0.470831123,0.384615385,0.586206897,0.466666667,0.025399746,0.65943099,0.07006665,0.004909335,1
8505,1750,68740,2199,33102,22859.2,1750,68740,8505,0.998502083,1.351769835,25645.45966,657689601.4,0.4,0,0.382352941,0,0,0.156470588,0,0.4,0,-3.310754884,0.61244604,0.191717786,0.036755709,83856,171966,6030,20049,13733,6030,171966,59126.8,20049,1.075507055,1.379733766,62850.87126,3950232018,0.477419355,0.544303797,0.333333333,0.625,0.428571429,0.481725583,0.333333333,0.625,0.477419355,-0.35299626,-0.070558667,0.099305346,0.009861552,0
18746,213926,125588,88865,11581,91741.2,11581,213926,88865,-0.41521518,0.68816522,74614.95914,5567392127,0.647058824,0.509433962,0.583333333,0.548780488,0.555555556,0.568832432,0.509433962,0.647058824,0.555555556,1.205749251,0.818451636,0.045686275,0.002087236,156193,16688,8562,18784,280343,8562,280343,96114,18784,-0.141390511,1.168790782,107241.3929,11500716352,0.418181818,0.416666667,0.333333333,0.5,0.505084746,0.434653313,0.333333333,0.505084746,0.418181818,-0.647038581,-0.493930331,0.063389816,0.004018269,1
12119,39780,2650,18834,39332,22543,2650,39780,18834,-2.411773505,0.073169644,14813.05233,219426519.2,0.555555556,0.636363636,0,0.4375,0.357142857,0.39731241,0,0.636363636,0.4375,1.73845524,-1.252769252,0.2205775,0.048654434,43853,20561,3567,9036,21952,3567,43853,19793.8,20561,1.008179948,0.938925969,13878.98286,192626165.4,1,1,1,1,0.45,0.89,0.45,1,1,5,-2.236067977,0.22,0.0484,0
34169,80775,5443,48071,10450,35781.6,5443,80775,34169,-0.308123099,0.710530209,27350.16082,748031296.6,0.36,0.461538462,0.75,0.333333333,0.875,0.555974359,0.333333333,0.875,0.461538462,-2.346007994,0.591027207,0.217401207,0.047263285,11290,33574,96153,375687,311441,11290,375687,165629,96153,-2.698464723,0.542235255,149312.7371,22294293446,0.357142857,0.411764706,0.546511628,0.492795389,0.546703297,0.470983575,0.357142857,0.546703297,0.492795389,-1.894218717,-0.563090057,0.075339633,0.00567606,1
9298,19144,5643,21026,161651,43352.4,5643,161651,19144,4.812099485,2.183069678,59431.93508,3532154907,1,0.392857143,0.333333333,0.333333333,0.444444444,0.500793651,0.333333333,1,0.392857143,4.456159192,2.090275997,0.253029017,0.064023684,9259,154796,13668,49013,4349,4349,154796,46217,13668,3.36691265,1.851795035,56525.17571,3195095489,0.666666667,0.513513514,0.5,0.490909091,0.5,0.534217854,0.490909091,0.666666667,0.5,4.763119972,2.171595808,0.066616409,0.004437746,1
46650,10574,6810,78312,21324,32734,6810,78312,21324,-0.030049955,1.058707525,26699.50043,712863323.2,0.541666667,0.272727273,0.4,0.628571429,0,0.368593074,0,0.628571429,0.4,0.093201051,-0.781131407,0.220717337,0.048716143,9481,1925,52383,246662,52239,1925,246662,72538,52239,3.943550651,1.934390491,89554.25375,8019964364,0.75,0.666666667,0.583333333,0.483221477,0.6,0.616644295,0.483221477,0.75,0.6,0.223868831,0.034006506,0.088853006,0.007894857,0
